Date,Open,High,Low,Close,Adj Close,Volume,SMA_30,EMA_30,%K,%R,RSI_14
2015-01-02,15.629,15.7375,15.348,15.426,15.426,55664000,,15.426,,,
2015-01-05,15.3505,15.419,15.0425,15.1095,15.1095,55484000,,15.40558064516129,,,
2015-01-06,15.112,15.15,14.619,14.7645,14.7645,70380000,,15.364220603537982,,,
2015-01-07,14.875,15.064,14.7665,14.921,14.921,52806000,,15.33562572589037,,,
2015-01-08,15.016,15.157,14.8055,15.023,15.023,61768000,,15.315456324220024,,,
2015-01-09,15.074,15.1435,14.834,14.8465,14.8465,51848000,,15.285201077496152,,,
2015-01-12,14.878,14.9255,14.464,14.5705,14.5705,68428000,,15.239091330560917,,,
2015-01-13,14.874,15.075,14.6615,14.737,14.737,82728000,,15.206698341492473,,,
2015-01-14,14.5965,14.7955,14.325,14.6635,14.6635,110774000,,15.171653287202636,,,
2015-01-15,14.7,14.8,14.341,14.3475,14.3475,88384000,,15.118482107383112,,,
2015-01-16,14.314,14.5395,14.2625,14.537,14.537,69564000,,15.080967132713234,,,
2015-01-20,14.6295,14.668,14.3195,14.472,14.472,61502000,,15.041678930602703,,,
2015-01-21,14.482,15.3,14.363,14.8625,14.8625,201302000,,15.030118999596079,,,
2015-01-22,15.0,15.6125,15.0,15.516,15.516,107252000,,15.061466160912461,84.98305084745759,-15.016949152542406,51.39448404090485
2015-01-23,15.404,15.8465,15.386,15.6195,15.6195,89928000,,15.0974683440794,85.66919191919192,-14.330808080808088,52.90496922384027
2015-01-26,15.591,15.65,15.376,15.483,15.483,63394000,,15.122341354138795,77.0517676767677,-22.94823232323231,55.927630534835735
2015-01-27,15.315,15.512,15.1315,15.3375,15.3375,58406000,,15.136222557097584,67.86616161616162,-32.13383838383837,59.708573364961026
2015-01-28,15.4905,15.5755,15.19,15.1955,15.1955,61276000,,15.14004690825258,58.90151515151509,-41.098484848484915,54.67393155116634
2015-01-29,15.2365,15.64,14.9665,15.589,15.589,173132000,,15.169011623849189,83.74368686868686,-16.256313131313135,58.76703841387855
2015-01-30,17.316,17.975,17.037001,17.7265,17.7265,477122000,,15.334010873923436,93.30639730639732,-6.693602693602688,77.75101175563688
2015-02-02,17.502501,18.25,17.5005,18.223499,18.223499,204638000,,15.52042946270257,99.33539811912226,-0.6646018808777344,83.7615496786598
2015-02-03,18.0145,18.391001,18.0105,18.1775,18.1775,124252000,,15.691853368334662,94.82860728385434,-5.171392716145663,82.52198979941002
2015-02-04,17.919001,18.375,17.911501,18.237499,18.237499,83398000,,15.856088570377587,96.28189505101247,-3.718104948987528,83.87036611279339
2015-02-05,18.299999,18.940001,18.295,18.6945,18.6945,144952000,,16.039211888417743,94.75144954538764,-5.248550454612352,90.12369951031911
2015-02-06,18.7435,18.7995,18.550501,18.714001,18.714001,77848000,,16.211778927874665,95.108755522399,-4.891244477601004,89.80371446611666
2015-02-09,18.549999,18.720501,18.360001,18.528,18.528,54492000,,16.361212545431137,90.99845073225896,-9.00154926774104,87.77943368107296
2015-02-10,18.5595,18.715,18.425501,18.65,18.65,45744000,,16.508876252177515,92.7016250908204,-7.298374909179595,87.13599372487492
2015-02-11,18.561501,18.855,18.555,18.757,18.757,55730000,,16.653916493972513,95.39446447855437,-4.60553552144563,85.59191741708757
2015-02-12,18.754999,18.925501,18.657499,18.8585,18.8585,55822000,,16.796147687909773,97.94888688841404,-2.0511131115859644,85.58558558558552
2015-02-13,18.9205,19.15,18.8505,19.091499,19.091499,69502000,16.2893166,16.944234869334952,98.60162543324968,-1.3983745667503218,88.82194487830974
2015-02-17,18.886,18.9995,18.633499,18.7715,18.7715,73464000,16.400833266666666,17.062122942281086,90.9525516911677,-9.047448308832296,85.60764645692507
2015-02-18,18.688999,18.837,18.6425,18.668501,18.668501,53012000,16.519466633333334,17.16576023632747,88.49052228994861,-11.509477710051383,86.3056991254646
2015-02-19,18.6745,19.094,18.671499,18.950001,18.950001,59076000,16.65898333333333,17.280872543661182,90.53482751293312,-9.465172487066885,85.9773405977353
2015-02-20,18.931,19.184999,18.792,19.183001,19.183001,65160000,16.801050033333333,17.40359050858627,99.88138906582904,-0.11861093417095442,76.32392155133364
2015-02-23,19.172001,19.226999,18.9,19.007,19.007,43540000,16.933850033333336,17.50703628222587,83.27637138178864,-16.723628618211368,66.01924596984091
2015-02-24,18.932501,19.024,18.808001,18.929501,18.929501,38416000,17.069950066666664,17.59880819950162,77.38514235673476,-22.61485764326524,65.17967911977352
2015-02-25,18.863501,19.3925,18.827,19.268499,19.268499,63490000,17.226550033333336,17.70653018663055,88.70150341685647,-11.298496583143526,68.70465798596365
2015-02-26,19.203501,19.4685,19.164,19.24,19.24,53742000,17.37665003333333,17.805463722976967,79.38653981645444,-20.613460183545563,61.71860230909089
2015-02-27,19.200001,19.2995,18.9895,19.007999,19.007999,50646000,17.521466666666665,17.883046644075225,58.45724714230705,-41.54275285769295,55.78737131869502
2015-03-02,19.0425,19.295,18.974001,19.283001,19.283001,42784000,17.68598336666667,17.97336627994134,82.21484392602481,-17.78515607397518,64.35910729453096
2015-03-03,19.1975,19.305,19.08,19.230499,19.230499,38930000,17.84243333333333,18.05447161671932,73.94625068418162,-26.05374931581837,61.3400903848761
2015-03-04,19.2855,19.395,19.109501,19.136,19.136,45182000,17.9979,18.124247641447106,60.179688407558764,-39.820311592441236,57.440131480275966
2015-03-05,19.2805,19.421,19.1945,19.3915,19.3915,53870000,18.148866666666667,18.206005858127938,90.77845415754014,-9.22154584245987,59.86672333707766
2015-03-06,19.275999,19.35,18.944,19.004499,19.004499,52540000,18.265149966666666,18.25752154470033,44.43108451367117,-55.56891548632883,48.476357267950966
2015-03-09,18.92,18.966499,18.764,18.927999,18.927999,46228000,18.375433266666665,18.300778154719666,34.56404358353527,-65.43595641646473,52.996341950472164
2015-03-10,18.872499,18.8885,18.459,18.4755,18.4755,62420000,18.475183266666665,18.31205053183453,1.634472511144194,-98.3655274888558,46.7409501043735
2015-03-11,18.5305,18.6675,18.313,18.318501,18.318501,49902000,18.574549966666666,18.312466691071013,0.4760709649504475,-99.52392903504955,38.86832363828663
2015-03-12,18.441,18.775,18.375999,18.712,18.712,56200000,18.69176663333333,18.33824303358256,34.5305062743402,-65.46949372565982,42.14212283687779
2015-03-13,18.576,18.699499,18.334,18.528999,18.528999,52234000,18.7897666,18.350549870125622,18.69311986153181,-81.3068801384682,42.043922118482676
2015-03-16,18.518999,18.697001,18.336,18.6675,18.6675,47082000,18.821133266666667,18.37099826560139,30.67935958459555,-69.32064041540444,45.72592309105285
2015-03-17,18.5555,18.725,18.482,18.596001,18.596001,40740000,18.83355,18.385514571046464,24.491648636953897,-75.5083513630461,37.98038392823314
2015-03-18,18.498501,18.7995,18.334999,18.757,18.757,53082000,18.852866666666667,18.409481372914435,40.072202166065196,-59.927797833934804,41.75768480704112
2015-03-19,18.693501,18.855499,18.609501,18.662001,18.662001,38314000,18.867016733333333,18.425772961758668,31.498285198556054,-68.50171480144395,43.805979233798745
2015-03-20,18.814501,18.9685,18.796,18.9245,18.9245,75272000,18.8746834,18.45794889970972,55.18953068592051,-44.81046931407949,43.553292810601846
2015-03-23,18.9035,19.088499,18.747,18.755501,18.755501,44786000,18.876066733333335,18.47714580940587,39.936913357400705,-60.063086642599295,41.80188153651683
2015-03-24,18.699499,18.761999,18.613501,18.7045,18.7045,44564000,18.881950066666665,18.491813821702266,35.33393501805058,-64.66606498194942,42.43909926630351
2015-03-25,18.758499,19.025,18.5145,18.548,18.548,68590000,18.878550066666666,18.495438736431154,22.661523625843667,-77.33847637415633,34.6886689978856
2015-03-26,18.4795,18.57,18.282499,18.3675,18.3675,58600000,18.86556673333333,18.487184624403337,10.546029776674764,-89.45397022332523,37.499995094181884
2015-03-27,18.355499,18.658501,18.328501,18.528,18.528,52196000,18.85455006666667,18.48981787444183,30.459181141438968,-69.54081885856102,42.401220367059935
2015-03-30,18.5935,18.806,18.577499,18.7295,18.7295,36418000,18.84248343333333,18.505281237381066,55.45918114143941,-44.54081885856059,55.3339022829102
2015-03-31,18.662001,18.885,18.5755,18.605,18.605,50122000,18.836933433333332,18.511714705937127,40.01253101736974,-59.98746898263027,56.09962456839414
2015-04-01,18.605,18.658001,18.417,18.513,18.513,49162000,18.831750066666665,18.511797628134733,28.598138957816506,-71.40186104218348,45.139223389568585
